OBJECTID,ID,Y,X,NAZEV,AKTUALIZACE,CENA,JMENO
231,5751,49.79786,18.239127,"Benzina Plus, Rudná 3187, Ostrava-Zábřeh",05.11.2014 09:16,36.9,Benzina Plus
232,7025,49.562722,16.572623,"Shell Czech Republic, a.s., Pražská 84b, Letovice-",05.11.2014 09:16,36.9,Shell Czech Republic
233,6886,49.829192,17.534834,"RoBiN OIL, s.r.o., Olomoucká 55, Dvorce",05.11.2014 09:15,34.7,RoBiN OIL
234,5679,50.27246,14.22621,"Benzina, Malovarská, Velvary",05.11.2014 09:15,34.9,Benzina
235,5194,50.06592,14.42992,"Agip, Svatoplukova, Praha 2-Nusle",05.11.2014 09:15,36.9,Agip
236,5289,49.79751,18.24041,"Agip, Rudná, Ostrava",05.11.2014 09:15,36.9,Agip
237,6578,49.11767,16.60417,"OMV, Brněnská 671, Modřice",05.11.2014 09:15,35.7,OMV
238,6948,49.05277,13.797442,"SETA-COS, Špidrova 93, Vimperk",05.11.2014 09:15,34.9,SETA-COS
239,5681,49.066844,13.781978,"Benzina, 1.máje, Vimperk",05.11.2014 09:15,35.5,Benzina
240,6938,49.058481,13.784858,"RoBiN OIL, s.r.o., Sušická, Vimperk",05.11.2014 09:15,35.9,RoBiN OIL
241,6754,49.02218,17.353743,"PapOil, silnice 427, Polešovice",05.11.2014 09:14,35.8,PapOil
242,5837,48.960806,13.755983,"Českomoravská olejářská, Horní Vltavice 116",05.11.2014 09:14,36.2,Českomoravská olejářská
243,5330,48.901746,13.719733,"Agip, silnice 4, Strážný",05.11.2014 09:14,36.5,Agip
244,6585,48.935163,13.765625,"OMV, silnice 4, Nová Houžná",05.11.2014 09:14,36.5,OMV
245,7187,48.912646,13.763901,"Swiss Tank, Strážný-Řasnice, silnice 4",05.11.2014 09:14,36.5,Swiss Tank
246,7279,48.88453,13.7041,"Travel free, Strážný, silnice 4",05.11.2014 09:14,36.5,Travel free
247,6212,49.869918,13.894746,"Charouz, Tovární 500, Žebrák",05.11.2014 09:12,34.9,Charouz
248,6261,49.485884,14.528195,"KAMU, náměstí, Jistebnice",05.11.2014 09:12,35.3,KAMU
249,6709,49.347942,13.224554,"PapOil, Nýrská, Janovice nad Úhlavou",05.11.2014 09:12,35.5,PapOil
250,7218,49.361944,14.699722,"Tank ONO, s.r.o., ČSLA 733, Planá nad Lužnicí",05.11.2014 09:10,32.9,Tank ONO
251,6728,49.527909,17.591562,"PapOil, Hranická 844, Lipník nad Bečvou",05.11.2014 09:09,35.7,PapOil
252,6495,49.199744,16.664978,"OMV, Jedovnická 15, Brno-Líšeň",05.11.2014 09:09,36.9,OMV
253,5522,48.942621,16.986179,"Benzina, silnice 180, Hovorany 791",05.11.2014 09:08,36.2,Benzina
254,6141,49.246904,13.538348,"Flodur, Pražská 250, Sušice",05.11.2014 09:07,35.8,Flodur
255,7323,50.42368,15.72965,"Victory, Třebihošť-Horní Dehtov",05.11.2014 09:06,35.6,Victory
256,6723,50.403236,15.889463,"PapOil, Kuks 45",05.11.2014 09:06,36.3,PapOil
257,6209,49.248195,14.720906,"HOS, Nová 483, Soběslav",05.11.2014 09:05,35.5,HOS
258,6217,48.907715,17.017263,"Chemis engine, Brněnská, Mutěnice",05.11.2014 09:04,36.4,Chemis engine
259,5684,49.17267,13.89259,"Benzina, Nádražní, Volyně",05.11.2014 09:03,33.9,Benzina
260,6352,50.744117,15.156382,"LukOil, Palackého 98, Jablonec nad Nisou",05.11.2014 09:03,35.9,LukOil
261,5267,49.1542,15.00226,"Agip, Rezkova 1157, Jindřichův Hradec",05.11.2014 09:02,34.4,Agip
262,6366,49.806045,18.239361,"LukOil, Výškovická, Ostrava",05.11.2014 09:00,35.9,LukOil
263,5395,49.80111,18.23388,"Armex Oil, Výškovická, Ostrava-Zábřeh",05.11.2014 09:00,36.2,Armex Oil
264,7224,50.166836,12.664544,"Tank ONO, s.r.o., Stará Březovská, Sokolov",05.11.2014 08:59,32.9,Tank ONO
265,6929,50.202155,14.686931,"RoBiN OIL, s.r.o., Boleslavská 209, Stará Boleslav",05.11.2014 08:59,35.8,RoBiN OIL
266,6300,50.186281,12.652081,"K-Oil, Nádražní 2155, Sokolov",05.11.2014 08:58,33.4,K-Oil
267,6928,50.16944,12.64833,"RoBiN OIL, s.r.o., Vítězná 2049, Sokolov",05.11.2014 08:58,34.9,RoBiN OIL
268,6831,49.39215,13.276495,"Petra, Domažlická 846, Klatovy",05.11.2014 08:58,35.2,Petra
269,5575,50.503519,13.67394,"Benzina, Teplická 1772, z centra, Most",05.11.2014 08:58,35.9,Benzina
270,5576,50.504264,13.673764,"Benzina, Teplická 1415, do centra, Most",05.11.2014 08:58,35.9,Benzina
271,6662,49.058873,17.466117,"OMV, Tř. Maršála Malinovského, z centra, Uherské H",05.11.2014 08:58,36.4,OMV
272,6825,50.607427,15.322958,"Pento, Brodská 517, Semily-Podmoklice",05.11.2014 08:57,35.5,Pento
273,7134,50.010151,14.4709,"Silmet, Dobronická 1256, Praha 4-Kunratice",05.11.2014 08:56,36.7,Silmet
274,6793,49.017671,14.755336,"PapOil, Pražská 1137, Třeboň",05.11.2014 08:56,36.8,PapOil
275,5700,49.998696,14.486485,"Benzina Plus, Kunratická spojka 1169, Praha 4-Kunr",05.11.2014 08:56,37.9,Benzina Plus
276,7294,49.531217,17.608876,"Unicorn, Hranická 1406, Lipník nad Bečvou",05.11.2014 08:55,35.3,Unicorn
277,6706,49.40339,14.80201,"PapOil, Bílkova, Chýnov",05.11.2014 08:55,35.5,PapOil
278,5655,49.789621,12.651272,"Benzina, Plzeňská, Tachov",05.11.2014 08:55,36.5,Benzina
279,5311,50.00387,14.48095,"Agip, Vídeňská, Praha 4-Krč",05.11.2014 08:55,37.9,Agip
280,6343,50.545476,13.771669,"LukOil, Spojovací 380, Bílina",05.11.2014 08:53,34.8,LukOil
281,6878,50.53911,13.784977,"RoBiN OIL, s.r.o., Pražská, Bílina",05.11.2014 08:53,34.8,RoBiN OIL
282,5573,49.05694,15.80388,"Benzina, Pražská 1039, Moravské Budějovice",05.11.2014 08:50,35.7,Benzina
283,5897,49.813749,16.106643,"Daitech, Proseč-Podměstí 69",05.11.2014 08:50,35.7,Daitech
284,6999,48.845557,17.126648,"Shell Czech Republic, a.s., Bratislavská 1, Hodoní",05.11.2014 08:50,36.2,Shell Czech Republic
285,5375,48.851733,17.117871,"Albert ČS, Velkomoravská 1652/18, Hodonín",05.11.2014 08:49,35.7,Albert ČS
286,7157,49.738222,13.360961,"Slovnaft, Borská, Plzeň",05.11.2014 08:49,35.9,Slovnaft
287,6529,48.851784,17.121213,"OMV, Velkomoravská, Hodonín",05.11.2014 08:49,36.2,OMV
288,6498,49.174131,16.602822,"OMV, Heršpická 11a, do centra, Brno-Štýřice",05.11.2014 08:49,37.4,OMV
289,6499,49.174684,16.601893,"OMV, Heršpická, z centra, Brno-Štýřice",05.11.2014 08:49,37.4,OMV
290,6980,49.176618,16.602538,"Shell Czech Republic, a.s., Heršpická, Brno-Štýřic",05.11.2014 08:49,37.4,Shell Czech Republic
291,5662,50.188792,16.006915,"Benzina, Týnišťská, Třebechovice pod Orebem",05.11.2014 08:49,34.5,Benzina
292,6393,50.18045,15.80268,"MAKRO Cash &amp; Carry ČR, s.r.o., Rovná 181, Hradec K",05.11.2014 08:49,34.9,MAKRO Cash &amp; Carry ČR
293,6350,50.187823,15.832217,"LukOil, Hradecká 602/74, Hradec Králové",05.11.2014 08:49,35.9,LukOil
294,6973,49.556548,16.067784,"Shell Czech Republic, a.s., Podlouckého, Nové Měst",05.11.2014 08:49,36.2,Shell Czech Republic
295,6199,50.213521,15.826497,"HDB, náměstí 5. května 835/10, Hradec Králové",05.11.2014 08:49,36.4,HDB
296,7252,50.190847,15.806061,"Tesco Stores ČR, a.s., Rašínova Třída 1669, Hradec",05.11.2014 08:48,34.9,Tesco Stores ČR
297,5585,49.55861,16.07444,"Benzina, Brněnská 255, Nové Město na Moravě",05.11.2014 08:48,36.2,Benzina
298,5817,49.638588,16.219827,"Calibra Plus, U Fryšávky 315, Jimramov",05.11.2014 08:48,36.2,Calibra Plus
299,7322,50.183927,15.856018,"KONT.CZ, Holická, Hradec Králové",05.11.2014 08:48,36.2,KONT.CZ
300,7003,50.21682,15.83216,"Shell Czech Republic, a.s., Pilnáčkova, Hradec Krá",05.11.2014 08:48,36.9,Shell Czech Republic
301,5890,48.944063,17.370791,"ČSAD Hodonín, tř. Masarykova 1689, Veselí nad Mora",05.11.2014 08:47,34.5,ČSAD Hodonín
302,7001,50.193379,15.810963,"Shell Czech Republic, a.s., Rašínova třída 1, do c",05.11.2014 08:47,36.9,Shell Czech Republic
303,7002,50.194304,15.811083,"Shell Czech Republic, a.s., Rašínova třída 2, z ce",05.11.2014 08:47,36.9,Shell Czech Republic
304,6531,50.20028,15.83528,"OMV, Sokolská 2a, Hradec Králové",05.11.2014 08:47,37.2,OMV
305,6532,50.2178,15.8336,"OMV, Pilnáčkova, Hradec Králové",05.11.2014 08:47,37.2,OMV
306,7180,49.225326,15.877875,"SVA, Marie Majerové 297, Třebíč",05.11.2014 08:46,35.5,SVA
307,5659,48.8459,14.628325,"Benzina, Trocnovská 801, Trhové Sviny",05.11.2014 08:45,35.7,Benzina
308,6791,48.845226,14.627873,"PapOil, Trocnovská (areál ČSAD Trhové Sviny",05.11.2014 08:45,35.7,PapOil
309,6748,49.784635,18.221563,"PapOil, Proskovická, Ostrava",05.11.2014 08:45,35.9,PapOil
310,6356,49.958108,15.285434,"LukOil, Masarykova 639, Kutná Hora",05.11.2014 08:44,35.9,LukOil
311,7030,49.96997,15.30935,"Shell Czech Republic, a.s., silnice 38, Malín",05.11.2014 08:44,36.4,Shell Czech Republic
312,7300,49.131151,16.603293,"Unicorn, Vídeňská, Modřice 656",05.11.2014 08:43,34.4,Unicorn
313,5547,49.990478,13.488425,"Benzina, Žatecká 863, Kralovice",05.11.2014 08:43,35.5,Benzina
314,6853,49.056288,17.468329,"TOLOSANER a.s., Solná cesta 341, Uherské Hradiště",05.11.2014 08:43,35.6,TOLOSANER a.s.
315,5623,50.037438,15.564646,"Benzina, Pardubická, Přelouč",05.11.2014 08:43,36.5,Benzina
316,6850,49.945508,15.675136,"TOLOSANER a.s., 5. května, Heřmanův Městec",05.11.2014 08:42,33.3,TOLOSANER a.s.
317,7283,49.748484,12.777096,"Trio, Nová Hospoda, silnice 21",05.11.2014 08:42,34.9,Trio
318,5478,49.70896,12.78128,"Benzina, Plzeňská, Bor",05.11.2014 08:42,35.9,Benzina
319,6663,49.05631,17.467119,"OMV,Solná cesta 393, do centra, Uher",05.11.2014 08:42,36.9,OMV
320,7299,48.947167,17.37255,"Unicorn, tř.Masarykova, Veselí nad Moravou",05.11.2014 08:41,34.1,Unicorn
321,7196,48.96944,17.20417,"Šmída, Hodonínská 1582, Vracov",05.11.2014 08:41,35.9,Šmída
322,6766,50.035478,15.574111,"PapOil, Pardubická 1517, Přelouč",05.11.2014 08:41,36.5,PapOil
323,6735,49.694139,13.654356,"PapOil, Čtrnáctka, Mirošov",05.11.2014 08:40,35.5,PapOil
324,6164,50.621548,15.514902,"GBO, Vrchlabská, Jilemnice-Hrabačov",05.11.2014 08:40,36.5,GBO
325,6250,50.182554,15.726003,"PRIM, Urbanice č.p. 100, 503 27",05.11.2014 08:40,33.9,PRIM
326,5699,50.321761,15.869483,"Benzina Plus, silnice E67, Černožice",05.11.2014 08:40,36.2,Benzina Plus
327,5523,50.203149,15.840254,"Benzina, Brněnská, Hradec Králové",05.11.2014 08:40,36.4,Benzina
328,7311,49.774719,16.941503,"Vena Trade, Druzstevní 13, Mohelnice",05.11.2014 08:39,33.7,Vena Trade
329,7244,49.573413,17.227364,"Tesco Stores ČR, a.s., Kafkova 8, Olomouc",05.11.2014 08:39,35.3,Tesco Stores ČR
330,7061,49.72779,13.37803,"Shell Czech Republic, a.s., Edvarda Beneše, Plzeň",05.11.2014 08:39,36.4,Shell Czech Republic
331,5405,50.218821,15.891524,"Arze, Bratří Štefanů, Hradec Králové",05.11.2014 08:39,33.9,Arze
332,5376,50.199198,15.782764,"Albert ČS, Kutnohorská 226, Hradec Králové",05.11.2014 08:39,34.9,Albert ČS
333,7308,50.222033,15.788197,"UNO-HK, Dvorská 153/59, Hradec Králové",05.11.2014 08:39,36.3,UNO-HK
334,7004,50.211411,15.849481,"Shell Czech Republic, a.s., Víta Nejedlého, Hradec",05.11.2014 08:39,37.2,Shell Czech Republic
335,6588,49.573194,17.232282,"OMV, Brněnská, Olomouc",05.11.2014 08:38,37.2,OMV
336,7343,50.240807,15.624781,"ZD Nechanice, Staré Nechanice",05.11.2014 08:38,35.5,ZD Nechanice
337,6349,50.226992,15.798794,"LukOil, Koutníkova 39a, Hradec Králové",05.11.2014 08:38,36,LukOil
338,5797,50.22111,15.80722,"Benzina Plus, Koutníkova 604, Hradec Králové",05.11.2014 08:38,36.4,Benzina Plus
339,5256,50.228661,15.797261,"Agip, Koutníkova 68, Hradec Králové",05.11.2014 08:38,36.5,Agip
340,5340,49.186695,14.704969,"Agip, Třída Čs. armády 830, Veselí nad Lužnicí",05.11.2014 08:37,35.9,Agip
341,5457,50.16965,15.630931,"BBK Oil, Kratonohy 101",05.11.2014 08:37,34.9,BBK Oil
342,5935,50.286927,15.825206,"Enzo, Smiřice-Trotina",05.11.2014 08:37,34.9,Enzo
343,6231,50.286947,15.960506,"Jan Špatenka a syn, Libřice 91",05.11.2014 08:37,35.8,Jan Špatenka a syn
344,7307,50.26777,15.743996,"UNO-HK, silnice E442, Všestary-Rozběřice 39",05.11.2014 08:37,35.9,UNO-HK
345,6855,50.236783,15.869244,"Poprop, Piletická 55, Hradec Králové-Piletice",05.11.2014 08:36,35.5,Poprop
346,5911,50.224046,15.876617,"Dítě Logistic, Kladská 916/65, Hradec Králové",05.11.2014 08:36,35.9,Dítě Logistic
347,5650,50.6241325,15.8182936,"EUROBIT, Úpská, Svoboda nad Úpou",05.11.2014 08:35,33.3,EUROBIT
348,5824,49.621279,16.527758,"Cargas, Brněnec-Moravská Chrastová",05.11.2014 08:35,34.9,Cargas
349,5524,49.715128,16.486038,"Benzina, silnice 43, Hradec nad Svitavou",05.11.2014 08:35,35.4,Benzina
350,6287,50.693105,15.746895,"KM-Prona, Pec pod Sněžkou-Velká Úpa 330",05.11.2014 08:34,34.9,KM-Prona
351,5661,50.571979,15.893844,"Benzina, Krkonošská, Trutnov",05.11.2014 08:34,35.5,Benzina
352,6653,49.744428,16.478424,"OMV, Kapitána Jarose 64/727, Svitavy",05.11.2014 08:34,36.2,OMV
353,7229,49.924167,16.186128,"Tank ONO, s.r.o., silnice E442, Vysoké Mýto-Voštic",05.11.2014 08:33,32.9,Tank ONO
354,6429,50.136621,13.184796,"Medos, Věrušičky 60",05.11.2014 08:33,35.4,Medos
355,7741,50.7410144,14.2992264,"TOLOSANER a.s., Děčínská 100, Benešov nad Ploučnic",05.11.2014 08:33,34.9,TOLOSANER a.s.
356,7239,50.76975,14.20833,"Tesco Stores ČR, a.s., Ústecká 8, Děčín",05.11.2014 08:33,35.5,Tesco Stores ČR
357,6905,50.784142,14.361906,"RoBiN OIL, s.r.o., silnice 13, Markvartice 122",05.11.2014 08:32,35.3,RoBiN OIL
358,6808,50.76154,14.098749,"Pasoil, Jílové-Modrá 176",05.11.2014 08:32,35.9,Pasoil
359,5927,49.708414,13.357513,"EKO Litice, Klatovská 507, Plzeň-Litice",05.11.2014 08:31,35.5,EKO Litice
360,7179,49.22306,15.89417,"SVA, Velkomeziříčská 598, Třebíč",05.11.2014 08:31,35.5,SVA
361,7709,50.6181417,15.819325,"Benzina, Úpská 407, Svoboda nad Úpou",05.11.2014 08:31,33.3,Benzina
362,6406,50.586732,15.878634,"Marek Honemeyer, Vlčická, Trutnov",05.11.2014 08:31,34.8,Marek Honemeyer
363,6693,50.737953,14.190242,"PapOil, Vítězství, Děčín-Boletice nad Labem",05.11.2014 08:31,35.3,PapOil
364,6703,50.78897,14.28839,"PapOil, silnice E442, Huntířov 187",05.11.2014 08:31,35.3,PapOil
365,6514,50.785037,14.240548,"OMV, Kamenická 13, Děčín",05.11.2014 08:31,37.9,OMV
366,5350,50.054768,16.534565,"Agro Žamberk, Nekoř 279",05.11.2014 08:30,35.5,Agro Žamberk
367,6513,50.775154,14.213498,"OMV, Litoměřická 19, Děčín",05.11.2014 08:30,37.9,OMV
368,6930,49.267801,13.916234,"RoBiN OIL, s.r.o., Písecká 407, Strakonice",05.11.2014 08:29,34.3,RoBiN OIL
369,6506,50.79761,14.40467,"OMV, Děčínská, Česká Kamenice",05.11.2014 08:29,35.2,OMV
370,6183,50.720978,14.18887,"GP Gáz Petrol, Dobkovice 130",05.11.2014 08:29,36.7,GP Gáz Petrol
371,6935,49.132814,13.723669,"RoBiN OIL, s.r.o., silnice 170, Vacov-Vlkonice 127",05.11.2014 08:28,34.8,RoBiN OIL
372,6136,50.20071,14.546184,"Evapp, Kostelecká, Mratín",05.11.2014 08:28,36.8,Evapp
373,5490,50.801444,14.432683,"Benzina, Dukelských hrdinů, Česká Kamenice",05.11.2014 08:28,35.2,Benzina
374,5572,49.77615,16.93202,"Benzina, 1.máje 16, Mohelnice",05.11.2014 08:27,35.2,Benzina
375,5373,50.770175,14.198439,"Albert ČS, Uhelná 1896/2, Děčín",05.11.2014 08:27,36.9,Albert ČS
376,6472,49.527048,14.804315,"Oktan, Táborská, Mladá Vožice",05.11.2014 08:26,34.5,Oktan
377,7168,50.208843,16.23537,"SMR, Dobrušská 602, Solnice",05.11.2014 08:26,36.9,SMR
378,5400,50.776081,14.232381,"Armex Oil, Folknářská 21, Děčín",05.11.2014 08:26,35.9,Armex Oil
379,5292,50.0338475,15.7590092,"Agip, Palackého třída, Pardubice",05.11.2014 08:25,34.5,Agip
380,5393,50.080776,14.512263,"AMODO, Dřevčická 12, Praha 10-Strašnice",05.11.2014 08:25,34.9,AMODO
381,5229,49.088995,15.888528,"ADW, Poděbradova 577, Jaroměřice nad Rokytnou",05.11.2014 08:25,35.2,ADW
382,6203,50.223028,16.285998,"HDB, Skuhrov nad Bělou",05.11.2014 08:25,36.6,HDB
383,5248,50.79753,14.237749,"Agip, Loubská 86, Děčín",05.11.2014 08:24,35.9,Agip
384,6340,49.974552,17.792886,"Lucky CS Gold, Neplachovice-Zadky 23",05.11.2014 08:23,34.9,Lucky CS Gold
385,5586,50.360529,16.148213,"Benzina, T. G. Masaryka, Nové Město nad Metují",05.11.2014 08:23,36.5,Benzina
386,5657,49.187233,15.448475,"Benzina, Slavatovská 451, Telč",05.11.2014 08:23,36.2,Benzina
387,5656,49.184092,15.440789,"Benzina, Hradecká, Telč",05.11.2014 08:22,36.2,Benzina
388,6206,49.99347,17.813184,"TOLOSANER a.s., Hlavní 220, Neplachovice",05.11.2014 08:21,35.4,TOLOSANER a.s.
389,7340,50.943379,14.579816,"WGW, Vojtěcha Kováře 128, Rumburk",05.11.2014 08:20,33.7,WGW
390,6589,49.619816,17.293841,"OMV, Chválkovická, Olomouc",05.11.2014 08:19,36.9,OMV
391,6478,49.610048,17.284134,"Oldos, Chválkovická, Olomouc",05.11.2014 08:18,34.3,Oldos
392,6805,49.657837,15.119689,"Paramo, Loket 49",05.11.2014 08:18,35.9,Paramo
393,6170,50.457524,13.395656,"Globus, Černovická 5430, Chomutov",05.11.2014 08:18,34.8,Globus
394,5258,50.458075,13.396138,"Agip, Černovická 5362, Chomutov",05.11.2014 08:17,36.5,Agip
395,5259,50.45093,13.399781,"Agip, Spořická 5351, Chomutov",05.11.2014 08:17,36.5,Agip
396,6611,50.08297,14.47184,"OMV, Jana Želivského 113, Praha 3-Žizkov",05.11.2014 08:16,36.9,OMV
397,5848,49.62676,15.044392,"ČS, Vlašimská, Čechtice",05.11.2014 08:16,37.1,ČS
398,7253,49.397585,15.608544,"Tesco Stores ČR, a.s., Brněnská 74, Jihlava",05.11.2014 08:15,34.9,Tesco Stores ČR
399,5826,49.111544,16.377094,"Cihelna Ivančice, Na Brněnce 25, Ivančice",05.11.2014 08:15,35.9,Cihelna Ivančice
400,5922,49.270672,16.575793,"East Oil, Hradecká, Brno-Ivanovice",05.11.2014 08:15,36.4,East Oil
401,5233,49.23443,16.59138,"Agip, Sportovní, Brno-Královo Pole",05.11.2014 08:15,37.2,Agip
402,7112,49.218798,14.419745,"Shell Czech Republic, a.s., Budějovická 9, Týn nad",05.11.2014 08:14,35.7,Shell Czech Republic
403,5641,49.269981,14.715078,"Benzina, Wilsonova 736, Soběslav",05.11.2014 08:14,35.9,Benzina
404,6543,49.3857,15.593551,"OMV, Znojemská 78/2716, Jihlava",05.11.2014 08:14,35.9,OMV
405,7016,49.397204,15.60577,"Shell Czech Republic, a.s., Brněnská 62, Jihlava",05.11.2014 08:14,36.4,Shell Czech Republic
406,5759,50.03383,14.214684,"Benzina Plus, dálnice D5, směr Plzeň, Rudná",05.11.2014 08:13,38.2,Benzina Plus
407,6482,49.956789,14.062461,"OMV, dálnice D5, exit směr Plzeň, Beroun",05.11.2014 08:13,38.2,OMV
408,5342,49.85498,13.87171,"Agip, dálnice D5, směr Plzeň, Záluží",05.11.2014 08:13,39.7,Agip
409,7711,49.45164,18.14466,Eurobit,05.11.2014 08:11,33.3,Eurobit
410,5869,49.58373,18.131364,"ČS, Nádražní 976, Kopřivnice",05.11.2014 08:10,35.9,ČS
411,6720,49.612469,18.160842,"PapOil, silnice 58, Kopřivnice-Lubina 440",05.11.2014 08:10,36.9,PapOil
412,5418,49.228878,14.421286,"Autocentrum Novotný, Táborská 568, Týn nad Vltavou",05.11.2014 08:09,34.7,Autocentrum Novotný
413,6374,50.08323,14.4781,"LukOil, U nákladového nádraží 2459/2a, Praha 3-Žiž",05.11.2014 08:09,34.9,LukOil
414,6678,49.225184,13.511963,"Orima, Volšovská 80, Sušice",05.11.2014 08:09,35.5,Orima
415,7274,50.083685,14.48251,"Totoil, K Červenému dvoru 2132/24, Praha 3-Malešic",05.11.2014 08:08,33.9,Totoil
416,6682,49.419881,14.641465,"PaedDr. Monika Kutilová, Kpt. Jaroše 359, Tábor-Kl",05.11.2014 08:07,35.5,PaedDr. Monika Kutilová
417,5486,50.142921,15.895018,"Benzina, silnice E442, Býšť 81",05.11.2014 08:07,35.9,Benzina
418,7100,49.075721,17.453989,"Shell Czech Republic, a.s., Hradišťská 1947, Staré",05.11.2014 08:06,36.4,Shell Czech Republic
419,6230,49.037117,17.5562,"Jan Hruboš, Veletiny 219",05.11.2014 08:06,36.8,Jan Hruboš
420,5508,49.041422,17.59195,"Benzina, silnice E50, Drslavice",05.11.2014 08:05,36.9,Benzina
421,6590,49.601869,17.24364,"OMV, Dolní Hejčínská 30, Olomouc",05.11.2014 08:03,37.2,OMV
422,6762,49.016495,14.013237,"PapOil, Žernovická, Prachatice",05.11.2014 08:01,36.7,PapOil
423,5620,49.001369,14.011759,"Benzina, Krumlovská, Prachatice",05.11.2014 08:00,36.7,Benzina
424,5713,49.012667,14.004779,"Benzina Plus, Nebahovská, Prachatice",05.11.2014 08:00,36.9,Benzina Plus
425,7119,49.334648,17.98724,"Shell Czech Republic, a.s., Mostecká, Vsetín",05.11.2014 07:58,36.9,Shell Czech Republic
426,6320,50.539025,15.365772,"Kontakt, 5.května, Lomnice nad Popelkou",05.11.2014 07:56,36.1,Kontakt
427,7264,49.655779,12.525905,"Top Tank F1 gas, Rozvadov 20",05.11.2014 07:56,36.4,Top Tank F1 gas
428,6884,49.198493,13.507006,"RoBiN OIL, s.r.o., silnice 169, Dlouhá Ves",05.11.2014 07:55,34.8,RoBiN OIL
429,7093,49.676837,12.598433,"Shell Czech Republic, a.s., dálnice D5, MC´Donald",05.11.2014 07:55,39.9,Shell Czech Republic
430,7094,49.676234,12.601055,"Shell Czech Republic, a.s., dálnice D5, směr Plzeň",05.11.2014 07:55,39.9,Shell Czech Republic
431,6643,49.674076,12.561509,"OMV, silnice 605, Rozvadov 111",05.11.2014 07:54,36.4,OMV
432,5246,48.812245,14.322608,"Agip, Nemocniční, Český Krumlov",05.11.2014 07:54,37.6,Agip
433,5603,50.008454,15.773033,"Benzina, silnice 324, Pardubice-Dražkovice",05.11.2014 07:53,35.5,Benzina
434,6670,49.2843,16.9896,"OMV, Dědická 696, Vyškov",05.11.2014 07:53,36.9,OMV
435,5333,49.67884,12.60359,"Agip, dálnice D5, směr Německo, Svatá Kateřina",05.11.2014 07:53,39.9,Agip
436,7131,49.350437,18.226691,"Silmet, Vsetínská 653, Karolinka",05.11.2014 07:53,36.5,Silmet
437,5536,49.131301,15.002783,"Benzina, Václavská 890, Jindřichův Hradec",05.11.2014 07:51,34.5,Benzina
438,7046,49.582721,17.264228,"Shell Czech Republic, a.s., Velkomoravská 65, Olom",05.11.2014 07:51,37.3,Shell Czech Republic
439,6686,48.900866,14.641051,"PapOil, Žižkovo náměstí, Borovany",05.11.2014 07:51,35.5,PapOil
440,5895,48.935324,14.611078,"DAG, Budějovická 178, Ledenice",05.11.2014 07:50,35,DAG
441,6840,49.771559,18.294084,"ERNEKS/oil TEAM, U řeky, Ostrava-Hrabová",05.11.2014 07:48,34.9,ERNEKS/oil TEAM
442,5595,49.78124,18.27049,"Benzina, Aviatiků 2a, Ostrava-Hrabová",05.11.2014 07:48,35.5,Benzina
443,7049,49.772237,18.298061,"Shell Czech Republic, a.s., Frýdecká 724, Ostrava-",05.11.2014 07:48,36.9,Shell Czech Republic
444,5795,50.620269,15.599075,"Benzina Plus, Valteřická, Vrchlabí",05.11.2014 07:45,36.2,Benzina Plus
