OBJECTID,ID,Y,X,NAZEV,AKTUALIZACE,CENA,JMENO
450,6165,50.643911,15.197225,"GBO, Malá Skála, Malá Skála 696",05.11.2014 07:40,35.5,GBO
451,6845,49.833597,16.268489,"Erneks, Dolní Újezd 589",05.11.2014 07:38,35.9,Erneks
452,6373,50.125733,14.614731,"LukOil, silnice R10, směr Praha, Praha 9-Horní Poč",05.11.2014 07:37,36.3,LukOil
453,5658,50.06057,12.977754,"Benzina, Karlovarská, Toužim",05.11.2014 07:36,35.9,Benzina
454,6336,48.89485,17.710557,"Limitoo, U Hlavní, Strání",05.11.2014 07:31,36.2,Limitoo
455,6315,50.595467,15.132662,"Kontakt, Průmyslová 3002, Turnov",05.11.2014 07:31,36.7,Kontakt
456,6277,50.530492,15.743617,"KM-Prona, Nádražní 848, Hostinné",05.11.2014 07:30,34.5,KM-Prona
457,6414,50.131335,15.081851,"Matimex, Poděbradská 4, Písková Lhota",05.11.2014 07:29,34.9,Matimex
458,6746,50.107145,15.1393,"PapOil, silnice 38, Oseček",05.11.2014 07:29,35.4,PapOil
459,6690,48.975149,17.300953,"PapOil, Průmyslová 1442, Bzenec",05.11.2014 07:29,35.8,PapOil
460,6914,50.134051,15.104299,"RoBiN OIL, s.r.o., Bílkova, Poděbrady-Kluk",05.11.2014 07:29,35.9,RoBiN OIL
461,6213,48.978927,17.314487,"Chemis engine, Revoluční 762, Moravský Písek",05.11.2014 07:28,35.8,Chemis engine
462,6314,50.57917,15.155,"Kontakt, Svobodova 2050, Turnov",05.11.2014 07:25,36.1,Kontakt
463,5792,50.572884,15.173078,"Benzina Plus, Valdštejnská, Turnov",05.11.2014 07:25,36.2,Benzina Plus
464,6592,49.781709,18.253312,"OMV, Horní, Ostrava-Hrabůvka",05.11.2014 07:24,36.9,OMV
465,6593,49.803983,18.287153,"OMV, Rudná, Ostrava-Kunčičky",05.11.2014 07:24,36.9,OMV
466,5591,49.58521,17.22661,"Benzina, Hněvotínská 54, Olomouc",05.11.2014 07:23,36.2,Benzina
467,6444,48.923539,17.100394,"MP Word, Hodonínská, Dubňany",05.11.2014 07:22,35.9,MP Word
468,7739,48.7675031,14.0254947,"Pletka, Volarská, 382 26  Horní Planá",05.11.2014 07:21,36.6,Pletka
469,7286,48.869823,17.006663,"U Sv.Huberta, Hlavní 968, Dolní Bojanovice",05.11.2014 07:17,35.9,U Sv.Huberta
470,7321,49.146462,17.006865,"Vest, Slovenská, Bučovice",05.11.2014 07:17,36.5,Vest
471,6204,50.1141,16.27567,"HDB, Dvořákova 48, Vamberk",05.11.2014 07:13,35.4,HDB
472,6722,48.906938,14.305553,"PapOil, Spojovací, Křemže",05.11.2014 07:13,36.5,PapOil
473,6138,50.09086,16.30686,"Fama, Záměl 219",05.11.2014 07:12,35.4,Fama
474,5915,49.920034,16.622325,"Dota, Králická 1007, Lanškroun",05.11.2014 07:08,35.4,Dota
475,6244,49.917761,16.622139,"TOLOSANER a.s., Dobrovského 977, Lanškroun",05.11.2014 07:08,36.3,TOLOSANER a.s.
476,5782,50.158944,15.446506,"Benzina Plus, Pražská 802, Chlumec nad Cidlinou",05.11.2014 07:04,34.2,Benzina Plus
477,7185,50.149346,15.499488,"Swiss Tank, silnice 611, Nové Město nad Cidlinou",05.11.2014 07:04,34.2,Swiss Tank
478,6440,50.164086,15.39115,"Mona Plus, Lovčice",05.11.2014 07:03,33.9,Mona Plus
479,6200,50.176965,16.169796,"HDB, Lično 202",05.11.2014 06:58,33.6,HDB
480,6481,49.793461,14.681057,"OMV, Červené Vršky 2113, Benešov",05.11.2014 06:56,36.9,OMV
481,7345,49.756189,14.52941,"Zdeněk Barták, Pražská 310, Neveklov",05.11.2014 06:55,36.5,Zdeněk Barták
482,6318,50.765389,15.041489,"Kontakt, Mydlářská 189/3, Liberec 10",05.11.2014 06:54,36.3,Kontakt
483,7171,49.84581,14.67473,"Stajam, Pražská 376, Poříčí nad Sázavou",05.11.2014 06:54,36.9,Stajam
484,6933,50.587819,15.148292,"RoBiN OIL, s.r.o., Palackého 182, Turnov",05.11.2014 06:52,35.8,RoBiN OIL
485,5471,49.794644,14.679215,"Benzina, Červené Vršky, Benešov",05.11.2014 06:52,36.9,Benzina
486,6419,49.417288,17.956492,"Max oil, Bystřička",05.11.2014 06:50,36.1,Max oil
487,6334,49.484151,17.953691,"Limitoo, Hranická 783, Valašské Meziříčí",05.11.2014 06:47,36.6,Limitoo
488,7114,49.483865,17.966806,"Shell Czech Republic, a.s., Masarykova 35, Valašsk",05.11.2014 06:47,37.5,Shell Czech Republic
489,6433,50.228211,14.087593,"Milan Bayer, Ouvalova 554, Slaný",05.11.2014 06:46,34.2,Milan Bayer
490,5672,49.496922,17.962126,"Benzina, Hřbitovní, Valašské Meziříčí",05.11.2014 06:46,37.5,Benzina
491,6777,50.22722,14.09833,"PapOil, Pražská 642/59, Slaný",05.11.2014 06:45,35.4,PapOil
492,6778,50.228056,14.089047,"PapOil, Ouvalova 460, Slaný",05.11.2014 06:45,35.4,PapOil
493,7246,49.484976,17.96417,"Tesco Stores ČR, a.s., Masarykova 873, Valašské Me",05.11.2014 06:45,36.9,Tesco Stores ČR
494,5227,49.18417,16.37139,"Adosa, Zastávecká 1030, Rosice",05.11.2014 06:41,35.9,Adosa
495,5784,50.240647,15.500622,"Benzina Plus, Dukelská třída 979, Nový Bydžov",05.11.2014 06:40,35.5,Benzina Plus
496,5451,50.094454,15.025837,"B.R.G., Chvalovická 1041, Pečky",05.11.2014 06:40,34.9,B.R.G.
497,7724,49.037015,17.7985042,"ALITRON CZ, s.ro., Luhačovická 655, Bojkovice",05.11.2014 06:39,35.9,ALITRON CZ
498,5884,49.02351,17.660057,"ČSAD, Šumická 1725, Uherské Hradiště",05.11.2014 06:39,36.5,ČSAD
499,5807,49.037068,17.800654,"Blok, Nádražní 953, Bojkovice",05.11.2014 06:39,36.9,Blok
500,6826,49.61304,16.684921,"Pento, Na Zkratce 677, Velké Opatovice",05.11.2014 06:34,35.9,Pento
501,5356,49.9063,16.599937,"Agrochem, Nádražní 964, Lanškroun",05.11.2014 06:28,37.4,Agrochem
502,5408,50.043107,16.741434,"Atac Oil, Červená Voda 539",05.11.2014 06:27,34.9,Atac Oil
503,5492,50.397744,16.05287,"Benzina, třída T. G. Masaryka, Česká Skalice",05.11.2014 06:27,36.2,Benzina
504,6490,50.409596,12.928201,"OMV, silnice 25, Boží Dar",05.11.2014 06:25,35.9,OMV
505,5516,49.76748,15.91705,"Benzina, Poličská 1544, Hlinsko",05.11.2014 06:24,36.6,Benzina
506,6527,49.7699,15.91967,"OMV, Poličská 1365, Hlinsko",05.11.2014 06:23,36.6,OMV
507,5781,50.022441,15.184173,"Benzina Plus, Benešova 1073, Kolín",05.11.2014 06:19,36.9,Benzina Plus
508,5802,50.081653,16.761303,"Benzina Plus, Moravská 998, Králíky",05.11.2014 06:13,34.9,Benzina Plus
509,5347,49.997207,16.22796,"Agro Choceň, Pernerova 22, Choceň",05.11.2014 06:09,34.5,Agro Choceň
510,6430,49.676189,13.44682,"Merkur K, Losiná 291",05.11.2014 06:08,35.2,Merkur K
511,5612,49.698859,13.423694,"Benzina, Nepomucká, Plzeň-Černice",05.11.2014 06:08,36.8,Benzina
512,6382,50.17019,14.46103,"LukOil, dálnice D8, směr Ústí nad Labem, Zdiby",05.11.2014 06:02,34.8,LukOil
513,5272,50.206596,14.436212,"Agip, dálnice D8, směr Ústí nad Labem, Klíčany",05.11.2014 06:02,34.9,Agip
514,6646,50.480521,14.084273,"OMV, dálnice D8, směr Teplice, Siřejovice",05.11.2014 06:02,35.9,OMV
515,5701,50.1385,15.6969,"Benzina Plus, dálnice D11, směr Praha, Osice",05.11.2014 06:02,36.9,Benzina Plus
516,6669,50.1221,15.0843,"OMV, dálnice D11, směr Praha, Vrbová Lhota",05.11.2014 06:02,36.9,OMV
517,7075,50.10955,14.63966,"Shell Czech Republic, a.s., dálnice D11, směr Prah",05.11.2014 06:02,38.2,Shell Czech Republic
518,5240,50.132222,14.864444,"Agip, dálnice D11, směr Praha, Bříství",05.11.2014 06:02,39.7,Agip
519,5199,49.018461,15.591439,"A+S, Budějovická 982, Jemnice",05.11.2014 06:00,34.9,A+S
520,6698,50.183647,12.556984,"PapOil, 1. máje 314, Habartov",05.11.2014 05:57,35.2,PapOil
521,6981,49.18529,16.61204,"Shell Czech Republic, a.s., Opustěná, Brno-Trnitá",05.11.2014 05:56,37.4,Shell Czech Republic
522,6926,49.849305,15.992645,"RoBiN OIL, s.r.o., Družstevní 925, Skuteč",05.11.2014 05:51,35.8,RoBiN OIL
523,6820,49.176384,16.575027,"Pavel Semerád, Kamenice 1a, Brno-Bohunice",05.11.2014 05:43,35.9,Pavel Semerád
524,6983,49.17316,16.58115,"Shell Czech Republic, a.s., Jihlavská, do centra,",05.11.2014 05:43,37.4,Shell Czech Republic
525,6984,49.173546,16.582304,"Shell Czech Republic, a.s., Jihlavská, z centra, B",05.11.2014 05:43,37.4,Shell Czech Republic
526,7676,49.175114,16.562225,"Agip, Bítešská 1, Brno-Nový Lískovec",05.11.2014 05:43,37.4,Agip
527,5805,49.175216,16.58316,"Bílý a syn, Kamenice 1, Brno-Bohunice",05.11.2014 05:42,35.9,Bílý a syn
528,5682,49.14083,14.18333,"Benzina, Budějovická, Vodňany",05.11.2014 05:39,35.9,Benzina
529,5236,49.1835,16.57971,"Agip, Bauerova, Brno-střed",05.11.2014 05:35,37.4,Agip
530,6668,50.120727,15.081749,"OMV, dálnice D11, směr Hradec Králové, Vrbová Lhot",05.11.2014 05:34,36.9,OMV
531,7672,50.13245675,14.86140668,"Agip, Dálnice D11, směr Hradec Králové, Bříství",05.11.2014 05:34,37.7,Agip
532,5757,50.45222,13.42583,"Benzina Plus, Pražská 5369, Chomutov",05.11.2014 05:33,34.9,Benzina Plus
533,5775,50.10814,14.63821,"Benzina Plus, dálnice D11, směr Hradec Králové, Pr",05.11.2014 05:33,37.7,Benzina Plus
534,6144,50.498978,13.453891,"Fraba Diesel, Chomutovská, Jirkov",05.11.2014 05:32,36.1,Fraba Diesel
535,5537,50.498749,13.444304,"Benzina, Dvořákova 1777, Jirkov",05.11.2014 05:32,36.2,Benzina
536,6381,50.169427,14.460405,"LukOil, dálnice D8, směr Praha, Zdiby",05.11.2014 05:31,33.3,LukOil
537,6345,50.462154,13.407328,"LukOil, Lipská, Chomutov",05.11.2014 05:31,34.7,LukOil
538,6557,50.20781,14.433406,"OMV, dálnice D8, směr Praha, Klíčany",05.11.2014 05:31,35.9,OMV
539,6536,50.458057,13.388361,"OMV, Černovická 4690, Chomutov",05.11.2014 05:31,36.5,OMV
540,6893,50.484964,13.438264,"RoBiN OIL, s.r.o., Písečná, Chomutov",05.11.2014 05:30,34.8,RoBiN OIL
541,5762,50.48118,14.08136,"Benzina Plus, dálnice D8, směr Praha, Siřejovice",05.11.2014 05:30,35.5,Benzina Plus
542,6537,50.460054,13.403341,"OMV, V Alejích 5381, Chomutov",05.11.2014 05:30,36.5,OMV
543,7011,50.471981,13.413959,"Shell Czech Republic, a.s., Březenecká 5366, Chomu",05.11.2014 05:30,36.5,Shell Czech Republic
544,7223,50.423448,13.471245,"Tank ONO, s.r.o., silnice 7, Přečaply",05.11.2014 05:29,32.9,Tank ONO
545,7012,50.47092,13.41468,"Shell Czech Republic, a.s., Vinná zahrada 1/13, Ch",05.11.2014 05:29,36.5,Shell Czech Republic
546,7017,50.38559,13.26005,"Shell Czech Republic, a.s., Klášterecká 1688, Kada",05.11.2014 05:29,36.9,Shell Czech Republic
547,7276,49.080397,17.886703,"Trako, Hrádecká 160, Slavičín-Hrádek na Vlárské dr",05.11.2014 05:17,35.6,Trako
548,6426,50.320026,12.946583,"Medos, Ostrov-Dolní Žďár 73",05.11.2014 05:15,35.5,Medos
549,5600,50.31661,12.94558,"Benzina, Jáchymovská, Ostrov",05.11.2014 05:15,35.9,Benzina
550,6324,50.661212,15.00225,"Kontakt, Řídicího učitele Škody 1370, Český Dub",05.11.2014 05:11,36.1,Kontakt
551,6010,49.153177,14.988796,"EuroOil, Pražská 174, Jindřichův Hradec",05.11.2014 05:02,34.4,EuroOil
552,6033,49.87047,17.090082,"EuroOil, silnice 446, Libina 825",05.11.2014 05:02,34.5,EuroOil
553,6059,49.754567,18.246444,"EuroOil, Plzeňská 492, Ostrava",05.11.2014 05:02,34.5,EuroOil
554,6069,49.708646,18.160447,"EuroOil, silnice 58, směr Ostrava, Petřvald 452",05.11.2014 05:02,34.5,EuroOil
555,6070,49.709084,18.159892,"EuroOil, silnice 58, směr Příbor, Petřvald 453",05.11.2014 05:02,34.5,EuroOil
556,6102,50.15776,16.06397,"EuroOil, V.Opatrného 985, Týniště nad Orlicí",05.11.2014 05:02,34.5,EuroOil
557,5998,49.986785,16.228466,"EuroOil, Litomyšlská 8, Choceň",05.11.2014 05:02,34.7,EuroOil
558,6023,50.166613,15.600837,"EuroOil, silnice 611, Kratonohy 158",05.11.2014 05:02,34.7,EuroOil
559,6113,49.943356,16.164422,"EuroOil, Husova, Vysoké Mýto",05.11.2014 05:02,34.7,EuroOil
560,6090,50.441884,14.350261,"EuroOil, Hněvice 65",05.11.2014 05:02,34.8,EuroOil
561,5157,50.665,14.08222,"EuroOil, Podmokelská, Ústí nad Labem",05.11.2014 05:02,34.9,EuroOil
562,5160,50.684603,13.993701,"EuroOil, Všebořická, Ústí nad Labem",05.11.2014 05:02,34.9,EuroOil
563,5179,50.672289,14.033208,"EuroOil, Bělehradská 63, Ústí nad Labem",05.11.2014 05:02,34.9,EuroOil
564,5949,49.498552,13.874518,"EuroOil, Blatenská 298, Bělčice",05.11.2014 05:02,34.9,EuroOil
565,5956,50.094346,16.090513,"EuroOil, 5. května 574, Borohrádek",05.11.2014 05:02,34.9,EuroOil
566,5957,50.043554,15.076115,"EuroOil, silnice 12, Břežany 52",05.11.2014 05:02,34.9,EuroOil
567,5968,50.325566,15.736441,"EuroOil, Cerekvice nad Bystřicí 72",05.11.2014 05:02,34.9,EuroOil
568,5970,48.980699,14.501412,"EuroOil, Rudolfovská třída 676, České Budějovice",05.11.2014 05:02,34.9,EuroOil
569,5975,50.873667,14.584749,"EuroOil, silnice 9, Dolní Podluží 507",05.11.2014 05:02,34.9,EuroOil
570,6015,49.000342,16.865539,"EuroOil, silnice 380, Klobouky u Brna 860",05.11.2014 05:02,34.9,EuroOil
571,6047,50.13015,14.72288,"EuroOil, Pražská 238, Nehvizdy",05.11.2014 05:02,34.9,EuroOil
572,6081,50.718634,15.421773,"EuroOil, silnice 14, Rokytnice nad Jizerou 499",05.11.2014 05:02,34.9,EuroOil
573,6083,49.985088,16.888341,"EuroOil, Linhartova 310, Ruda nad Moravou",05.11.2014 05:02,34.9,EuroOil
574,6084,49.372058,13.945169,"EuroOil, Palackého 431, Sedlice u Blatné",05.11.2014 05:02,34.9,EuroOil
575,6089,50.188798,12.635236,"EuroOil, Kraslická 455, Sokolov",05.11.2014 05:02,34.9,EuroOil
576,6091,48.894411,17.297756,"EuroOil, Skalická 1423, Strážnice",05.11.2014 05:02,34.9,EuroOil
577,6104,50.896173,14.626482,"EuroOil, Plzeňská 3150, Varnsdorf",05.11.2014 05:02,34.9,EuroOil
578,6109,50.269529,14.964948,"EuroOil, Boleslavská 153, Vlkava",05.11.2014 05:02,34.9,EuroOil
579,6119,50.142585,14.693793,"EuroOil, silnice 101, Mstětice 33",05.11.2014 05:02,34.9,EuroOil
580,6129,49.957557,16.972215,"EuroOil, Jesenická 2c, Šumperk",05.11.2014 05:02,34.9,EuroOil
581,7727,49.0357808,16.9597681,"EuroOil, Uhřice 11, Žarošice",05.11.2014 05:02,34.9,EuroOil
582,5958,49.912733,17.370195,"EuroOil, Rýmařovská 488, Břidličná",05.11.2014 05:02,35.2,EuroOil
583,6018,49.30113,13.4433,"EuroOil, silnice 187, Kolinec 298",05.11.2014 05:02,35.2,EuroOil
584,6021,50.004642,14.981984,"EuroOil, Kolínská 437, Kouřim",05.11.2014 05:02,35.2,EuroOil
585,6027,50.44056,15.58222,"EuroOil, Harantova 258, Lázně Bělohrad",05.11.2014 05:02,35.2,EuroOil
586,6030,50.035542,16.504703,"EuroOil, Šedivská 846, Letohrad",05.11.2014 05:02,35.2,EuroOil
587,6034,49.012328,14.594117,"EuroOil, třída 5.května, Lišov",05.11.2014 05:02,35.2,EuroOil
588,6036,50.188681,12.751311,"EuroOil, T.G.Masaryka 595, Loket",05.11.2014 05:02,35.2,EuroOil
589,6042,50.40056,14.90389,"EuroOil, Pražská 1366, Mladá Boleslav",05.11.2014 05:02,35.2,EuroOil
590,6058,49.8525,18.28306,"EuroOil, Muglinovská 26, Ostrava",05.11.2014 05:02,35.2,EuroOil
591,6060,49.825243,18.278241,"EuroOil, Vítkovická 38, Ostrava",05.11.2014 05:02,35.2,EuroOil
592,6067,50.342933,13.970435,"EuroOil, Komenského 384, Peruc",05.11.2014 05:02,35.2,EuroOil
593,6080,50.896812,15.14428,"EuroOil, Fučíkova 745, Raspenava",05.11.2014 05:02,35.2,EuroOil
594,6088,50.299963,15.873888,"EuroOil, Palackého 128, Smiřice",05.11.2014 05:02,35.2,EuroOil
595,6098,50.270611,13.990049,"EuroOil, Třebíz 115",05.11.2014 05:02,35.2,EuroOil
596,6131,49.297977,14.163643,"EuroOil, U Hřebčince 2581/17, Písek",05.11.2014 05:02,35.2,EuroOil
597,5996,50.084747,12.448686,"EuroOil, Pražská, Cheb-Dřenice 13",05.11.2014 05:02,35.4,EuroOil
598,6041,49.558697,13.201691,"EuroOil, U Jezera 396, Merklín",05.11.2014 05:02,35.4,EuroOil
599,6118,49.099516,13.688363,"EuroOil, silnice 145, Zdíkovec 59",05.11.2014 05:02,35.4,EuroOil
600,5944,49.839931,15.464038,"EuroOil, silnice 38, Golčův Jeníkov",05.11.2014 05:02,35.5,EuroOil
601,5947,49.298605,15.48337,"EuroOil, Dr. Richtra 40, Třešť",05.11.2014 05:02,35.5,EuroOil
602,5954,48.941565,15.727702,"EuroOil, Bítov 82",05.11.2014 05:02,35.5,EuroOil
603,5962,50.590528,16.318556,"EuroOil, třída Masarykova 304, Broumov",05.11.2014 05:02,35.5,EuroOil
604,5969,49.376825,14.9691,"EuroOil, Pacovská 663, Černovice",05.11.2014 05:02,35.5,EuroOil
605,5972,50.777419,14.227381,"EuroOil, Benešovská 1412, Děčín",05.11.2014 05:02,35.5,EuroOil
606,5973,50.780432,14.144422,"EuroOil, Teplická 351, Děčín-Bynov",05.11.2014 05:02,35.5,EuroOil
607,5977,49.4297,16.345121,"EuroOil, silnice 387, Doubravník 326",05.11.2014 05:02,35.5,EuroOil
608,5978,49.694178,14.077914,"EuroOil, silnice 4, Dubenec 94",05.11.2014 05:02,35.5,EuroOil
609,5985,49.325597,15.319709,"EuroOil, Tyršova 418, Horní Cerekev",05.11.2014 05:02,35.5,EuroOil
610,5990,50.851981,14.861681,"EuroOil, Liberecká 732, Hrádek nad Nisou",05.11.2014 05:02,35.5,EuroOil
611,5991,50.879217,14.23804,"EuroOil, silnice 62, Hřensko 163",05.11.2014 05:02,35.5,EuroOil
612,5997,48.950156,14.921467,"EuroOil, Třeboňská 207, Chlum u Třeboně",05.11.2014 05:02,35.5,EuroOil
613,6000,50.806867,14.974281,"EuroOil, Novoborská 8, Chrastava",05.11.2014 05:02,35.5,EuroOil
614,6004,50.025205,16.606146,"EuroOil, Aloise Hanuše 476, Jablonné nad Orlicí",05.11.2014 05:02,35.5,EuroOil
615,6006,49.347626,16.761411,"EuroOil, Za Kostelem 598, Jedovnice",05.11.2014 05:02,35.5,EuroOil
616,6007,49.022533,15.567027,"EuroOil, Na Podolí 364, Jemnice",05.11.2014 05:02,35.5,EuroOil
617,6008,49.638436,16.713201,"EuroOil, Třebovská 714, Jevíčko",05.11.2014 05:02,35.5,EuroOil
618,6009,49.397741,15.605418,"EuroOil, Brněnská 4955, Jihlava",05.11.2014 05:02,35.5,EuroOil
619,6016,49.985371,18.053271,"EuroOil, Hlučínská 793, Kobeřice",05.11.2014 05:02,35.5,EuroOil
620,6024,49.393666,16.100944,"EuroOil, Za Branou 531, Křižanov",05.11.2014 05:02,35.5,EuroOil
621,6032,50.741867,15.100924,"EuroOil, Tanvaldská 1496, Liberec",05.11.2014 05:02,35.5,EuroOil
622,6035,49.86534,16.32533,"EuroOil, Moravská 958, Litomyšl",05.11.2014 05:02,35.5,EuroOil
623,6037,49.416802,17.737596,"EuroOil, Loukov 236",05.11.2014 05:02,35.5,EuroOil
624,6039,49.365288,14.585393,"EuroOil, Táborská 349, Malšice",05.11.2014 05:02,35.5,EuroOil
625,6050,49.240361,15.777591,"EuroOil, Masarykova 582, Okříšky",05.11.2014 05:02,35.5,EuroOil
626,6053,49.60278,17.22194,"EuroOil, Pražská 244, Olomouc",05.11.2014 05:02,35.5,EuroOil
627,6055,50.4325,15.3425,"EuroOil, Raisova 569, Jičín",05.11.2014 05:02,35.5,EuroOil
628,6057,49.110753,16.530071,"EuroOil, Kyselkova 116, Ořechov",05.11.2014 05:02,35.5,EuroOil
629,6061,49.840789,18.325118,"EuroOil, Michálkovická 227, Ostrava",05.11.2014 05:02,35.5,EuroOil
630,6063,50.278404,12.928632,"EuroOil, Hájek 119",05.11.2014 05:02,35.5,EuroOil
631,6065,50.025,15.82472,"EuroOil, Průmyslová 481, Pardubice",05.11.2014 05:02,35.5,EuroOil
632,6068,49.554697,14.329928,"EuroOil, Petrovice 202",05.11.2014 05:02,35.5,EuroOil
633,6071,49.862758,12.73687,"EuroOil, silnice 21, Plzeňská 855, Planá",05.11.2014 05:02,35.5,EuroOil
634,6073,49.511719,12.802619,"EuroOil, Šandova 281, Poběžovice",05.11.2014 05:02,35.5,EuroOil
635,6074,49.259323,15.231708,"EuroOil, Žirovnická 677, Počátky",05.11.2014 05:02,35.5,EuroOil
636,6086,49.548659,15.630493,"EuroOil, Šlapanov 204",05.11.2014 05:02,35.5,EuroOil
637,6092,49.157273,16.504524,"EuroOil, Brněnská 23, Střelice",05.11.2014 05:02,35.5,EuroOil
638,6096,49.43843,14.65968,"EuroOil, Benešovská 150, Tábor",05.11.2014 05:02,35.5,EuroOil
639,6097,49.437122,17.283434,"EuroOil, Sadová 596, Tovačov",05.11.2014 05:02,35.5,EuroOil
640,6105,49.275738,16.234391,"EuroOil, silnice 395, Velká Bíteš",05.11.2014 05:02,35.5,EuroOil
641,6107,49.196897,14.716294,"EuroOil, Třída Čs. armády 391, Veselí nad Lužnicí",05.11.2014 05:02,35.5,EuroOil
642,6110,49.04717,16.61364,"EuroOil, Hlavní 382, Vojkovice",05.11.2014 05:02,35.5,EuroOil
643,6114,50.66925,15.915424,"EuroOil, J.A.Komenského 488, Žacléř",05.11.2014 05:02,35.5,EuroOil
644,6122,49.249856,15.178507,"EuroOil, Hradecká 775, Žirovnice",05.11.2014 05:02,35.5,EuroOil
645,6123,50.254964,17.399803,"EuroOil, Krnovská 225, Zlaté Hory",05.11.2014 05:02,35.5,EuroOil
646,6124,49.362278,17.376478,"EuroOil, Dráhy 823, Chropyně",05.11.2014 05:02,35.5,EuroOil
647,6125,49.087241,14.715598,"EuroOil, Tyršova 683, Lomnice nad Lužnicí",05.11.2014 05:02,35.5,EuroOil
648,6126,50.531489,14.111145,"EuroOil, Žernosecká 2266, Litoměřice",05.11.2014 05:02,35.5,EuroOil
649,6127,49.90231,17.739189,"EuroOil, silnice 46, Litultovice 226",05.11.2014 05:02,35.5,EuroOil
650,6025,50.082931,17.728359,"EuroOil, Opavská 106, Krnov",05.11.2014 05:02,35.6,EuroOil
651,6101,49.838771,14.594855,"EuroOil, Pražská 530, Týnec nad Sázavou",05.11.2014 05:02,35.6,EuroOil
652,5945,49.89548,16.457658,"EuroOil, Moravská 160, Česká Třebová",05.11.2014 05:02,35.7,EuroOil
653,5946,48.920589,14.443273,"EuroOil, Včelná 559",05.11.2014 05:02,35.7,EuroOil
654,5955,49.476425,15.872994,"EuroOil, silnice 388, Bohdalov 143",05.11.2014 05:02,35.7,EuroOil
655,5971,50.02884,13.5799,"EuroOil, silnice 229, Čistá 303",05.11.2014 05:02,35.7,EuroOil
656,5984,49.592956,13.096161,"EuroOil, Jiráskova třída 714, Holýšov",05.11.2014 05:02,35.7,EuroOil
657,5988,49.524846,12.93551,"EuroOil, Nádražní 104, Horšovský Týn",05.11.2014 05:02,35.7,EuroOil
658,5995,49.71222,15.66222,"EuroOil, Havlíčkova 1673, Chotěboř",05.11.2014 05:02,35.7,EuroOil
659,6014,49.855164,18.535184,"EuroOil, Ostravská 6a, Karviná",05.11.2014 05:02,35.7,EuroOil
660,6019,49.483118,13.114799,"EuroOil, Palackého 371, Koloveč",05.11.2014 05:02,35.7,EuroOil
661,6022,49.934586,13.543086,"EuroOil, silnice 232, Kozojedy 152",05.11.2014 05:02,35.7,EuroOil
662,6040,49.99142,13.242864,"EuroOil, silnice 201, Manětín 318",05.11.2014 05:02,35.7,EuroOil
663,6049,49.294373,13.14533,"EuroOil, Náměstí 112, Nýrsko",05.11.2014 05:02,35.7,EuroOil
664,6054,49.5896,17.29861,"EuroOil, Lipenská 92, Olomouc",05.11.2014 05:02,35.7,EuroOil
665,6062,49.530458,18.398231,"EuroOil, silnice 56, Ostravice 704",05.11.2014 05:02,35.7,EuroOil
666,6066,49.43667,15.21583,"EuroOil, Pražská 1419, Pelhřimov",05.11.2014 05:02,35.7,EuroOil
667,6079,49.464108,15.969721,"EuroOil, silnice 354, Radostín nad Oslavou 257",05.11.2014 05:02,35.7,EuroOil
668,6093,49.66661,15.39822,"EuroOil, Sázavská 1112, Světlá nad Sázavou",05.11.2014 05:02,35.7,EuroOil
669,6120,49.147392,15.666347,"EuroOil, Pražská 264, Želetava",05.11.2014 05:02,35.7,EuroOil
670,6121,50.044656,13.376039,"EuroOil, silnice 206, Žihle",05.11.2014 05:02,35.7,EuroOil
671,5989,49.824324,14.052029,"EuroOil, silnice 119, Hostomice pod Brdy",05.11.2014 05:02,35.8,EuroOil
672,6072,49.755674,13.309405,"EuroOil, Chebská 522, Plzeň-Křimice",05.11.2014 05:02,35.8,EuroOil
673,6103,49.146711,18.021303,"EuroOil, Cyrilometodějská 666, Valašské Klobouky",05.11.2014 05:02,35.8,EuroOil
674,5191,50.08376,14.44293,"EuroOil, U Rajské Zahrady 114, Praha 3-Žižkov",05.11.2014 05:02,35.9,EuroOil
675,7687,50.775456,15.061752,"EuroOil, Budyšínská, Liberec",05.11.2014 05:02,35.9,EuroOil
676,5948,49.295689,16.66435,"EuroOil, Nádražní 381, Adamov",05.11.2014 05:02,35.9,EuroOil
677,5950,50.2841,14.83049,"EuroOil, Mladská 570, Benátky nad Jizerou",05.11.2014 05:02,35.9,EuroOil
678,5953,49.755343,18.011684,"EuroOil, Opavská 1025/29, Bílovec",05.11.2014 05:02,35.9,EuroOil
679,5964,49.080811,17.336464,"EuroOil, Hřbitovní 168, Buchlovice",05.11.2014 05:02,35.9,EuroOil
680,5965,50.149269,14.182206,"EuroOil, Hřebečská 695, Buštěhrad",05.11.2014 05:02,35.9,EuroOil
681,5966,49.625513,16.346918,"EuroOil, Moravská 399, Bystré",05.11.2014 05:02,35.9,EuroOil
682,5967,49.396436,17.659342,"EuroOil, Holešovská 10, Bystřice pod Hostýnem",05.11.2014 05:02,35.9,EuroOil
683,5974,50.30077,16.35564,"EuroOil, silnice 311, Deštné v Orlických horách 42",05.11.2014 05:02,35.9,EuroOil
684,5976,49.470689,16.212754,"EuroOil, Dolní Rožínka 86",05.11.2014 05:02,35.9,EuroOil
685,5979,50.611074,13.750811,"EuroOil, Teplická 1481, Duchcov",05.11.2014 05:02,35.9,EuroOil
